,reducermaxSizeInFlight,shufflefilebuffer,shufflesortbypassMergeThreshold,speculationinterval,speculationmultiplier,speculationquantile,broadcastblockSize,iocompressionsnappyblockSize,kryoserializerbuffermax,kryoserializerbuffer,drivermemory,executormemory,networktimeout,localitywait,taskmaxFailures,shufflecompress,memoryfraction,shufflespillcompress,broadcastcompress,memorystorageFraction
1550,104,124,750,480,4,0.8999999999999999,92,68,98,96,12,13,280,1,2,0,0.8999999999999999,1,1,0.7
1551,46,96,270,450,1,0.7,76,104,104,118,7,6,60,7,2,1,0.6,1,0,0.7999999999999999
1552,62,59,830,880,5,0.8999999999999999,88,45,70,90,11,16,360,3,4,1,0.8999999999999999,1,1,0.7
1553,114,71,320,290,1,0.5,104,52,120,118,11,10,100,10,5,1,0.7999999999999999,1,0,0.5
1554,37,57,690,720,5,0.7999999999999999,20,27,34,62,7,7,180,8,4,1,1.0,0,0,0.5
1555,69,108,600,200,2,0.8999999999999999,52,54,40,92,11,11,180,2,3,1,0.5,1,0,0.6
1556,116,39,570,850,5,0.8999999999999999,66,88,124,84,12,8,160,3,1,0,0.7,0,0,0.7
1557,63,123,710,980,5,0.6,114,42,108,60,10,15,160,7,2,0,0.8999999999999999,1,0,0.7999999999999999
1558,82,89,260,370,3,0.5,36,68,126,58,11,16,260,5,3,0,0.7999999999999999,1,0,0.6
1559,98,128,810,400,5,0.7999999999999999,124,106,32,88,12,15,280,9,2,0,0.6,1,1,0.5
1560,36,61,190,230,2,1.0,28,119,74,82,11,11,60,2,4,1,0.8999999999999999,0,0,0.7999999999999999
1561,112,67,330,340,5,0.7,22,81,86,104,9,14,400,7,4,1,0.7,1,0,0.7999999999999999
1562,50,36,1000,780,4,1.0,32,66,100,108,10,10,420,5,7,1,0.8999999999999999,0,0,0.8999999999999999
1563,97,77,510,650,1,0.8999999999999999,66,27,56,124,12,16,80,10,5,1,0.8999999999999999,0,0,1.0
1564,87,121,410,950,2,0.7999999999999999,18,88,52,30,6,14,160,2,8,0,0.6,1,0,0.7999999999999999
1565,79,39,270,450,4,0.7,90,117,124,118,11,9,440,10,3,1,1.0,0,1,0.7999999999999999
1566,112,59,650,500,3,0.6,26,33,66,120,9,14,280,8,3,0,0.5,1,0,0.7
1567,103,58,120,660,4,0.6,120,93,94,66,7,14,420,8,5,0,0.8999999999999999,0,1,0.5
1568,64,51,410,900,4,1.0,52,111,98,48,9,10,80,4,2,0,0.5,1,1,0.6
1569,72,64,300,660,1,0.8999999999999999,4,98,118,76,8,10,20,10,1,0,0.7,0,0,0.7999999999999999
1570,125,117,140,960,4,1.0,112,53,72,72,12,11,300,2,7,1,0.5,1,0,0.8999999999999999
1571,115,65,940,370,5,0.5,120,109,100,28,9,11,180,2,7,0,0.7999999999999999,1,0,0.7999999999999999
1572,45,122,110,820,2,0.6,42,90,108,94,11,9,160,10,3,1,0.5,0,1,0.6
1573,99,53,330,570,4,0.7,98,96,52,38,12,9,160,8,1,0,0.5,1,1,0.8999999999999999
1574,74,77,790,790,2,0.7,26,33,66,26,9,6,300,3,6,0,0.7999999999999999,1,0,1.0
1575,72,54,300,790,5,0.5,10,88,66,116,12,7,120,3,6,1,0.5,0,1,0.7
1576,88,79,1000,780,4,0.5,90,102,128,82,8,13,400,2,2,1,0.7,1,0,0.7
1577,41,69,450,910,4,0.5,70,126,44,98,12,8,40,7,7,1,1.0,0,0,0.7999999999999999
1578,48,102,180,810,3,0.8999999999999999,76,58,72,96,9,7,20,5,2,0,0.6,0,1,0.7999999999999999
1579,67,95,910,450,1,0.7,74,64,86,96,6,7,200,5,5,0,0.7999999999999999,1,0,0.6
1580,112,28,930,730,4,0.8999999999999999,54,25,62,58,7,6,40,3,1,1,0.5,1,1,0.7999999999999999
1581,49,89,730,230,4,0.5,62,77,34,92,12,8,380,8,8,1,0.8999999999999999,0,0,0.8999999999999999
1582,56,125,100,500,2,1.0,112,49,72,82,6,9,480,5,1,1,1.0,1,0,0.5
1583,81,78,940,510,2,0.7999999999999999,26,37,92,86,6,15,20,8,5,1,0.8999999999999999,0,0,0.8999999999999999
1584,102,107,370,290,1,0.8999999999999999,58,86,120,90,8,11,280,4,4,1,0.7,1,0,0.8999999999999999
1585,71,120,750,910,3,0.7999999999999999,74,128,96,56,7,15,60,1,5,0,0.5,1,1,0.5
1586,77,70,520,860,5,0.7,30,87,34,72,9,13,80,4,8,0,0.8999999999999999,1,0,0.7
1587,24,90,600,280,3,1.0,50,127,48,46,7,7,100,6,4,1,0.5,0,1,0.5
1588,27,28,220,580,3,1.0,126,53,38,96,12,13,260,2,8,1,0.7,0,0,1.0
1589,110,70,1000,550,1,0.7,70,41,62,82,7,8,480,4,4,0,0.7,1,1,0.8999999999999999
1590,105,118,640,260,2,0.7,78,118,38,96,8,10,80,5,1,0,0.7,1,1,0.7
1591,42,25,590,650,2,0.7,12,97,24,38,7,9,200,2,4,0,1.0,1,0,1.0
1592,97,41,500,270,3,0.6,100,34,70,126,10,12,400,4,3,1,0.7,1,0,0.7999999999999999
1593,58,123,210,440,2,1.0,104,47,32,90,6,12,420,5,8,0,0.8999999999999999,0,0,1.0
1594,109,72,880,700,3,0.7,118,39,42,94,8,13,160,8,4,1,0.8999999999999999,1,1,0.5
1595,99,59,920,210,4,0.5,98,45,68,44,7,7,240,5,3,1,1.0,0,1,0.6
1596,118,44,540,640,1,0.6,78,102,120,82,9,14,140,6,1,0,0.7999999999999999,0,1,0.7
1597,24,117,920,110,4,0.8999999999999999,72,71,92,106,6,16,220,6,7,0,0.5,0,0,0.7999999999999999
1598,111,52,350,710,1,0.7,88,45,86,42,9,6,320,5,8,0,0.7,0,1,0.7999999999999999
1599,115,77,750,890,2,0.7999999999999999,108,77,98,122,6,6,480,5,3,1,0.7999999999999999,1,0,1.0
1600,76,70,180,440,5,0.6,76,88,54,36,7,13,160,10,3,1,0.8999999999999999,1,0,0.7999999999999999
1601,66,123,280,890,4,0.8999999999999999,108,26,96,62,12,8,320,10,1,0,0.8999999999999999,1,1,1.0
1602,32,45,840,760,2,0.7999999999999999,110,35,32,102,12,12,120,6,4,1,0.7,0,1,0.7999999999999999
1603,39,98,510,970,5,0.7999999999999999,76,125,84,50,9,12,260,10,8,0,0.8999999999999999,1,1,0.7
1604,37,97,730,210,3,0.8999999999999999,122,115,48,68,8,12,120,6,4,1,0.5,0,0,0.5
1605,38,121,100,580,2,1.0,28,29,28,34,10,15,260,8,3,0,0.7,0,1,1.0
1606,56,55,850,570,2,0.7999999999999999,44,29,110,26,11,13,340,7,6,0,1.0,1,1,1.0
1607,67,54,660,630,3,0.6,36,46,50,66,12,16,400,9,8,0,0.7999999999999999,1,0,1.0
1608,26,66,750,840,2,0.6,52,102,86,36,9,11,480,10,8,0,1.0,1,0,0.5
1609,124,43,850,720,2,0.7,98,76,88,122,6,8,180,3,1,0,0.8999999999999999,1,0,1.0
1610,88,83,250,940,4,0.6,106,32,24,120,12,11,120,7,1,0,0.8999999999999999,1,1,0.8999999999999999
1611,38,36,130,170,2,0.7,64,90,40,114,12,14,220,1,6,1,0.8999999999999999,0,1,0.5
1612,64,80,660,370,1,0.7,48,112,106,94,9,9,400,8,7,1,0.6,1,0,0.6
1613,48,115,570,530,4,0.8999999999999999,14,79,78,102,10,7,100,1,8,1,0.7999999999999999,0,1,1.0
1614,84,116,770,370,5,0.7,16,70,40,114,6,7,240,1,7,1,0.7,1,0,0.6
1615,120,26,970,920,2,0.6,62,41,30,118,11,15,500,7,1,1,0.8999999999999999,1,1,0.5
1616,47,97,450,540,4,0.7,72,98,112,84,9,7,120,3,4,0,1.0,1,1,0.5
1617,70,59,680,660,1,0.8999999999999999,116,106,66,26,6,14,440,10,6,0,0.7,1,0,0.7999999999999999
1618,43,82,690,460,5,0.7,70,32,86,28,12,7,340,2,6,1,0.7999999999999999,1,0,0.6
1619,27,70,700,540,4,0.7,6,84,100,54,7,12,460,2,1,0,0.5,1,0,0.8999999999999999
1620,40,104,280,490,3,0.6,112,87,62,100,11,6,260,2,8,1,0.8999999999999999,0,0,0.5
1621,40,33,400,790,2,0.6,46,125,42,38,7,8,500,2,5,0,1.0,1,0,0.6
1622,111,93,260,800,3,1.0,88,108,106,58,6,9,220,6,4,0,0.7999999999999999,1,1,0.8999999999999999
1623,34,40,650,330,4,0.7,24,54,54,78,12,15,240,7,1,1,0.5,1,0,0.5
1624,92,52,220,910,2,0.7,86,100,56,106,6,10,280,4,3,1,0.8999999999999999,0,0,0.6
1625,48,122,530,630,5,0.5,90,64,106,32,7,12,460,7,5,1,0.6,1,1,1.0
1626,53,102,790,910,4,1.0,26,66,30,118,10,10,140,2,7,1,0.5,0,0,0.7999999999999999
1627,79,26,180,510,2,0.7,76,75,98,42,11,11,260,7,1,1,1.0,0,1,0.8999999999999999
1628,69,70,920,650,5,0.7999999999999999,78,100,74,80,10,10,400,8,6,0,1.0,0,0,0.5
1629,61,65,260,330,4,1.0,84,83,30,64,9,7,440,1,8,0,0.6,0,1,0.7
1630,99,62,630,560,1,0.6,48,29,96,28,9,6,280,10,8,1,0.7999999999999999,0,0,0.6
1631,78,76,620,340,5,0.7,104,116,24,28,11,10,300,3,4,1,0.7,0,0,1.0
1632,115,30,610,240,1,0.6,78,125,70,82,10,10,200,8,1,1,0.5,0,0,0.5
1633,128,116,960,840,3,0.6,80,70,28,80,9,9,140,10,5,0,0.7,0,1,0.8999999999999999
1634,64,88,510,880,1,1.0,74,115,108,68,10,10,180,7,3,1,0.5,0,1,0.7
1635,27,76,190,550,4,1.0,98,84,90,102,10,6,120,6,6,1,0.8999999999999999,0,1,0.7
1636,79,41,140,340,1,0.7,24,103,36,28,7,8,240,8,6,1,0.8999999999999999,1,1,0.8999999999999999
1637,120,99,840,100,3,0.8999999999999999,84,40,98,64,11,9,120,9,8,1,0.8999999999999999,1,1,0.8999999999999999
1638,36,52,970,720,4,0.7,46,41,48,28,9,10,60,5,5,0,0.5,1,0,0.6
1639,67,104,210,930,3,0.8999999999999999,46,113,80,96,6,10,320,3,4,0,0.7,1,0,1.0
1640,39,85,470,860,4,0.7,68,33,74,126,12,12,220,2,2,0,0.7,1,0,0.6
1641,37,108,590,740,4,0.5,82,37,46,88,9,12,80,3,5,1,0.7999999999999999,1,0,0.5
1642,43,60,580,820,3,0.7999999999999999,26,42,70,84,12,14,340,4,8,1,0.7999999999999999,0,1,0.7999999999999999
1643,119,98,440,450,4,0.6,106,46,90,108,10,14,340,1,7,1,0.6,1,0,0.5
1644,116,86,880,930,1,0.7999999999999999,66,123,108,42,6,11,360,8,7,1,0.8999999999999999,1,1,0.6
1645,101,33,540,390,3,0.5,36,100,50,90,8,14,20,3,4,0,0.6,1,1,0.7999999999999999
1646,75,70,910,490,2,0.5,60,116,44,106,9,13,400,4,6,0,0.6,1,1,0.7
1647,29,34,300,610,3,0.8999999999999999,126,101,96,114,10,13,380,4,3,1,0.8999999999999999,0,0,0.6
1648,100,116,690,640,2,0.6,74,106,40,74,6,12,140,9,1,1,0.5,0,0,0.5
1649,115,43,680,120,3,0.7,72,63,90,88,12,8,460,10,5,0,1.0,1,1,0.6
1650,64,115,100,670,2,0.5,96,81,70,38,8,11,440,8,5,0,1.0,1,1,0.7999999999999999
1651,96,94,600,470,3,0.6,62,75,90,84,9,10,340,10,3,0,1.0,0,0,0.7999999999999999
1652,64,114,200,340,3,0.8999999999999999,126,89,82,50,12,10,140,3,4,0,0.8999999999999999,0,1,0.8999999999999999
1653,38,60,210,580,2,0.7999999999999999,42,107,104,118,12,8,260,3,4,0,0.6,0,1,0.7999999999999999
1654,59,103,190,850,1,0.8999999999999999,10,35,88,114,6,6,500,9,6,1,0.7,0,0,0.6
1655,107,119,220,330,4,0.7,6,28,46,68,11,10,200,10,1,1,0.7999999999999999,0,0,0.8999999999999999
1656,123,35,360,520,4,0.5,32,62,54,100,12,11,400,1,8,0,0.8999999999999999,1,1,0.7999999999999999
1657,25,37,570,120,1,0.7,40,66,102,76,9,8,80,8,2,1,0.7,0,0,0.5
1658,31,37,250,790,5,0.5,50,116,34,40,9,7,420,8,7,1,0.7,1,1,0.6
1659,42,79,740,170,5,0.5,74,81,100,90,12,9,280,7,7,1,0.8999999999999999,0,1,0.7
1660,94,123,760,160,1,1.0,32,111,78,60,7,16,460,10,7,1,0.7,0,0,0.7
1661,86,93,960,620,1,0.5,110,37,86,94,9,10,120,6,3,1,0.6,1,1,0.5
1662,38,86,880,470,2,0.5,126,59,78,32,12,8,320,7,2,0,0.7,0,0,0.7
1663,83,30,440,820,4,1.0,70,43,28,90,9,15,160,2,7,1,0.6,0,1,0.7
1664,100,128,800,610,2,0.8999999999999999,106,96,72,96,10,8,360,7,6,1,1.0,0,0,0.5
1665,93,43,460,250,5,0.7,34,50,126,124,10,12,300,3,1,1,0.7,0,0,0.7
1666,125,116,540,960,1,0.6,100,108,48,30,6,8,280,7,1,0,0.6,0,1,0.8999999999999999
1667,99,125,440,760,4,0.8999999999999999,54,119,76,106,12,10,340,6,1,0,0.7999999999999999,0,1,1.0
1668,90,83,100,250,5,0.6,106,55,66,82,8,11,20,7,4,1,0.5,1,0,0.7999999999999999
1669,27,73,770,480,2,0.7,94,55,88,72,9,9,240,10,5,1,0.5,1,1,1.0
1670,62,27,790,470,4,0.8999999999999999,32,117,24,100,6,14,80,6,6,0,1.0,0,0,0.7
1671,125,60,510,970,4,0.6,42,106,102,38,11,10,20,7,5,0,0.7999999999999999,0,0,0.5
1672,45,88,530,460,3,0.5,20,106,88,88,8,10,240,8,2,1,0.7999999999999999,1,0,0.6
1673,100,40,210,580,4,1.0,6,74,62,46,6,6,80,5,4,0,0.7,0,0,0.7999999999999999
1674,84,101,290,690,4,0.7,24,27,50,38,12,7,120,3,2,1,0.7,0,1,0.6
1675,54,53,300,740,1,0.6,96,111,50,72,9,8,40,3,1,1,0.8999999999999999,0,0,0.5
1676,113,68,700,780,2,0.7,28,40,94,28,9,6,260,7,7,0,0.8999999999999999,0,1,0.7
1677,46,27,790,540,2,0.6,128,121,44,66,11,13,380,10,4,1,0.6,1,1,0.7
1678,128,119,220,370,5,0.8999999999999999,64,112,56,48,11,9,340,1,4,1,0.7999999999999999,0,0,0.7
1679,94,52,340,630,3,0.6,68,56,24,42,6,10,60,3,5,0,0.5,0,1,0.7999999999999999
1680,47,95,530,690,4,0.5,128,90,36,52,10,12,220,2,8,0,0.7,1,1,0.5
1681,53,27,890,370,5,1.0,122,82,24,92,6,7,420,3,6,1,0.7,1,0,0.8999999999999999
1682,67,107,460,500,2,0.5,100,69,54,44,8,13,240,7,7,0,1.0,0,1,0.8999999999999999
1683,80,98,650,900,1,0.8999999999999999,88,28,82,112,7,8,120,6,2,0,0.7,0,0,1.0
1684,28,119,990,350,1,0.5,48,125,32,104,7,6,360,5,5,1,0.8999999999999999,0,1,1.0
1685,76,118,800,110,4,0.7,58,37,80,92,11,14,360,9,7,0,0.5,0,0,0.6
1686,119,37,700,360,5,1.0,128,109,54,88,12,16,400,1,5,1,0.5,0,1,1.0
1687,70,66,650,120,3,0.5,8,88,120,62,12,10,60,8,2,0,0.5,1,0,1.0
1688,117,82,400,140,4,0.7,72,116,100,26,12,12,200,1,5,1,0.6,0,0,1.0
1689,88,87,730,760,2,0.8999999999999999,112,55,52,24,11,13,220,9,2,0,0.7,0,0,0.7999999999999999
1690,64,61,230,300,3,0.7999999999999999,58,104,56,114,10,8,140,9,4,1,0.7999999999999999,1,0,0.7999999999999999
1691,68,62,230,380,3,0.6,64,28,96,50,6,8,220,4,4,0,1.0,0,0,0.7999999999999999
1692,69,60,330,520,5,1.0,98,111,120,62,6,11,140,1,8,1,0.7999999999999999,1,0,0.8999999999999999
1693,99,91,640,320,4,1.0,32,34,90,46,7,13,440,5,8,1,0.6,0,0,0.7999999999999999
1694,37,62,940,770,4,0.7999999999999999,44,80,46,112,12,9,260,6,6,1,0.8999999999999999,0,1,0.6
1695,110,86,480,610,4,0.7999999999999999,68,77,122,50,8,7,500,9,7,1,0.7999999999999999,0,1,1.0
1696,49,95,570,380,1,0.5,100,103,74,26,12,7,100,8,2,1,1.0,0,1,0.7999999999999999
1697,24,71,770,930,5,0.7999999999999999,104,65,106,44,10,13,40,5,4,0,0.8999999999999999,0,1,1.0
1698,62,105,840,440,4,0.7,78,33,74,112,6,11,100,7,8,1,0.6,1,0,0.7
1699,37,126,510,810,3,0.7999999999999999,124,29,118,106,6,12,60,6,3,0,0.5,1,1,0.7999999999999999
1700,36,99,570,1000,3,0.5,102,24,106,88,10,12,440,1,5,1,1.0,1,1,0.5
1701,77,83,580,120,1,1.0,96,92,64,40,9,7,320,1,5,0,0.6,0,1,1.0
1702,69,89,650,380,5,1.0,10,52,52,88,6,6,460,4,8,1,1.0,0,0,0.6
1703,47,60,990,570,4,1.0,126,58,114,44,11,9,80,5,3,1,1.0,0,0,1.0
1704,102,60,550,460,3,1.0,90,49,58,82,9,16,200,6,8,0,0.7,1,0,0.7999999999999999
1705,73,123,140,240,5,0.6,104,46,106,124,6,16,120,5,1,0,1.0,0,0,0.7999999999999999
1706,72,48,260,980,3,1.0,62,114,44,44,8,10,460,8,8,0,0.7,0,1,0.7
1707,92,81,610,640,3,0.5,116,120,84,124,7,12,140,8,8,0,0.8999999999999999,1,0,0.8999999999999999
1708,47,103,170,430,2,0.7999999999999999,80,112,82,34,8,8,360,7,5,0,0.7999999999999999,1,1,0.7
1709,113,122,680,390,1,1.0,94,117,48,106,6,7,480,6,1,1,0.6,1,0,0.5
1710,121,122,130,840,1,0.8999999999999999,86,40,54,78,10,11,40,3,4,0,0.8999999999999999,1,0,0.8999999999999999
1711,95,82,860,480,5,0.7,8,42,96,26,10,11,280,7,3,1,0.6,0,0,0.6
1712,111,33,370,920,1,0.6,126,100,62,52,7,6,440,3,3,1,0.5,0,1,0.8999999999999999
1713,25,104,470,910,5,0.8999999999999999,26,38,38,72,9,7,480,8,1,0,0.8999999999999999,0,0,0.5
1714,113,125,930,750,2,0.8999999999999999,16,84,54,60,7,15,200,1,8,0,0.8999999999999999,0,1,0.8999999999999999
1715,44,85,980,750,5,0.7999999999999999,2,34,84,120,11,12,80,3,5,0,0.5,1,1,0.7999999999999999
1716,57,93,180,260,5,0.7999999999999999,70,70,128,36,7,6,400,10,7,0,1.0,0,1,0.5
1717,50,123,230,250,2,0.6,70,69,60,116,11,10,400,1,5,1,0.5,0,0,0.7
1718,110,78,440,810,5,0.6,84,29,24,86,10,9,500,5,4,1,0.5,1,1,0.7
1719,90,97,900,140,4,0.8999999999999999,72,59,34,110,10,7,100,10,1,1,1.0,1,0,0.8999999999999999
1720,96,36,230,850,2,0.8999999999999999,30,78,34,102,8,12,60,7,6,0,0.5,1,0,1.0
1721,78,94,110,840,3,0.5,86,89,52,68,11,7,440,7,3,0,0.7999999999999999,1,1,0.8999999999999999
1722,43,128,890,890,5,0.7,18,81,106,88,6,15,160,3,3,0,0.5,1,0,0.8999999999999999
1723,31,100,560,700,4,0.5,62,41,108,84,11,6,20,4,3,0,0.6,1,1,0.7
1724,108,53,380,130,3,0.7,60,64,94,120,8,7,500,8,7,1,0.5,1,1,0.8999999999999999
1725,69,106,450,120,1,0.8999999999999999,92,103,64,90,9,15,280,5,6,0,0.7999999999999999,0,1,1.0
1726,62,127,670,260,4,0.7,96,79,66,116,8,7,60,7,5,0,0.7,1,0,1.0
1727,84,61,670,690,5,0.7999999999999999,30,42,108,110,10,10,40,6,2,0,0.6,1,1,0.7
1728,40,42,720,150,4,0.5,70,28,98,62,7,6,280,6,5,0,0.8999999999999999,1,1,0.7
1729,54,58,150,960,1,0.6,120,34,100,74,10,6,480,9,8,0,0.5,1,1,0.6
1730,120,49,270,990,4,0.7,62,117,68,44,7,9,400,8,7,0,0.5,0,0,0.6
1731,65,67,450,930,5,1.0,38,86,68,112,9,7,20,5,5,1,0.6,0,0,0.6
1732,34,77,610,490,3,0.5,74,96,30,62,12,16,40,10,7,0,0.8999999999999999,0,1,0.8999999999999999
1733,124,52,590,270,4,1.0,70,24,46,26,12,8,300,1,7,0,1.0,0,1,0.8999999999999999
1734,25,35,160,740,4,0.7999999999999999,4,32,126,118,11,14,380,7,5,1,0.6,0,0,0.7999999999999999
1735,96,58,800,640,5,0.7,68,46,88,42,10,8,220,4,2,0,1.0,1,0,0.7
1736,56,88,850,980,1,0.8999999999999999,66,34,70,48,11,6,180,9,7,0,1.0,0,1,0.7999999999999999
1737,41,32,640,950,3,0.7,50,90,76,96,6,14,260,10,2,0,0.8999999999999999,1,0,0.8999999999999999
1738,105,81,250,890,3,0.7999999999999999,6,127,44,100,8,14,180,8,1,0,0.5,1,0,0.6
1739,30,110,450,960,2,0.5,60,28,102,56,10,8,160,8,2,0,1.0,1,1,0.7
1740,117,111,380,1000,2,0.6,84,38,40,114,12,12,300,1,6,0,1.0,0,1,0.8999999999999999
1741,111,40,770,680,3,0.5,60,119,58,102,12,9,400,1,8,1,0.7,1,1,0.8999999999999999
1742,25,90,320,500,1,0.8999999999999999,64,103,80,114,10,10,480,5,7,1,0.6,0,1,0.7
1743,86,37,350,400,1,1.0,66,48,80,36,11,11,420,1,5,1,1.0,0,0,0.7
1744,109,65,570,890,1,0.7999999999999999,112,100,102,38,6,10,300,9,8,0,0.8999999999999999,0,1,1.0
1745,95,24,930,340,3,0.8999999999999999,94,35,44,60,6,10,220,3,8,1,0.8999999999999999,0,1,0.8999999999999999
1746,116,119,430,120,3,0.8999999999999999,94,43,52,84,6,11,40,5,8,1,0.7,1,1,0.7
1747,89,103,140,390,3,0.7,8,43,128,112,9,10,420,7,3,1,0.7,0,0,0.6
1748,127,118,410,480,5,0.7999999999999999,116,50,88,60,11,8,300,10,6,1,0.5,0,0,0.7999999999999999
1749,80,48,1000,590,3,1.0,32,122,114,90,7,11,500,7,2,1,0.7,1,1,0.7999999999999999
1750,112,83,550,640,2,0.7999999999999999,96,65,112,52,12,14,160,6,6,1,1.0,0,0,1.0
1751,29,121,200,610,1,0.8999999999999999,4,45,34,42,9,11,500,8,5,1,0.8999999999999999,0,1,0.8999999999999999
1752,107,44,850,860,5,0.7999999999999999,124,52,114,42,7,7,340,6,7,0,0.6,1,0,0.6
1753,49,99,330,870,2,0.5,92,73,94,116,8,8,380,7,3,1,0.6,0,1,0.7
1754,61,83,330,320,4,0.6,58,63,62,84,10,6,180,2,5,0,0.8999999999999999,0,0,0.7999999999999999
1755,110,43,670,620,1,0.8999999999999999,10,31,64,44,9,14,420,9,2,0,0.7,0,0,0.6
1756,94,70,410,800,4,0.6,40,109,44,108,7,16,480,10,4,0,0.6,1,1,1.0
1757,37,108,380,120,5,1.0,110,44,86,80,10,6,380,9,5,1,0.6,0,0,0.8999999999999999
1758,83,96,480,780,1,0.5,18,126,76,122,10,7,240,9,8,1,0.7,1,0,0.5
1759,118,57,340,650,4,0.5,16,78,66,32,12,15,180,5,1,0,1.0,0,1,0.8999999999999999
1760,43,120,860,730,3,0.7999999999999999,116,57,68,40,8,6,200,9,6,0,0.5,1,1,0.5
1761,31,72,370,360,1,0.7,94,52,42,42,9,6,60,8,3,1,0.5,0,0,0.6
1762,30,79,130,860,3,0.8999999999999999,86,34,96,34,7,16,400,7,7,0,0.6,0,1,0.7
1763,110,27,670,590,5,0.5,70,104,110,28,9,12,460,2,6,1,1.0,0,1,0.7
1764,70,75,140,520,5,0.7999999999999999,64,75,26,68,12,13,360,4,8,0,0.8999999999999999,1,0,0.6
1765,120,127,160,590,4,1.0,70,58,72,24,7,9,120,10,7,1,0.8999999999999999,0,0,0.6
1766,117,39,490,690,5,0.5,96,102,64,96,11,10,60,6,2,0,0.5,0,0,0.8999999999999999
1767,93,41,800,320,5,1.0,6,70,100,46,7,16,140,5,4,1,0.7,1,0,0.5
1768,95,116,780,740,1,0.8999999999999999,14,104,120,46,12,10,460,8,8,1,0.5,0,0,0.6
1769,87,110,320,630,2,0.5,66,102,92,80,7,15,60,8,8,1,0.7,1,0,0.7999999999999999
1770,62,31,760,670,5,0.7,10,88,116,120,12,6,140,10,5,0,0.8999999999999999,1,0,0.6
1771,61,65,440,170,1,0.6,70,49,84,30,11,14,380,7,5,0,1.0,0,1,0.5
1772,33,37,860,760,5,0.8999999999999999,14,26,96,98,11,9,120,10,3,0,0.8999999999999999,1,1,0.7999999999999999
1773,118,107,410,530,4,0.7,20,48,106,62,12,8,340,4,5,0,0.7,0,0,1.0
1774,123,120,120,560,1,0.7,100,64,110,94,7,8,180,9,1,1,0.7,1,0,0.6
1775,74,84,830,500,5,0.8999999999999999,64,67,76,74,7,16,120,10,1,1,0.7999999999999999,0,0,0.6
1776,77,104,120,800,5,0.6,74,25,80,100,10,10,60,3,3,0,1.0,0,1,0.8999999999999999
1777,34,99,750,460,3,0.8999999999999999,72,95,28,128,12,16,120,9,6,1,0.7999999999999999,1,1,0.8999999999999999
1778,40,98,760,580,1,0.7999999999999999,44,103,104,54,10,7,480,6,7,1,0.8999999999999999,0,1,0.7999999999999999
1779,89,116,800,930,5,0.8999999999999999,40,119,50,84,10,14,360,7,7,1,0.8999999999999999,0,1,0.5
1780,88,34,730,370,2,0.5,74,119,32,114,8,13,480,10,7,0,0.5,0,1,0.7
1781,122,114,220,470,5,0.6,54,118,60,70,12,6,320,8,1,0,0.8999999999999999,0,1,0.5
1782,109,110,960,700,4,0.7,8,91,126,42,8,14,40,9,6,1,0.7999999999999999,0,0,1.0
1783,92,50,670,190,1,0.7,40,111,44,82,6,16,120,2,2,1,0.8999999999999999,0,0,0.8999999999999999
1784,88,59,100,410,1,0.7,52,124,106,26,6,14,140,10,7,1,0.8999999999999999,1,1,0.7999999999999999
1785,41,83,670,280,2,0.7,10,84,68,32,6,6,60,9,4,1,0.6,0,0,0.7
1786,65,87,230,800,3,0.8999999999999999,100,85,96,24,11,16,480,10,5,1,0.8999999999999999,1,0,0.8999999999999999
1787,63,105,280,120,5,1.0,30,44,96,74,12,11,80,3,5,0,0.7999999999999999,1,0,0.7
1788,77,95,390,940,3,0.8999999999999999,4,65,122,26,9,14,500,6,1,1,0.6,0,1,0.6
1789,99,103,400,990,3,0.5,100,120,108,108,11,8,220,3,4,0,0.8999999999999999,1,1,0.8999999999999999
1790,71,60,920,410,1,1.0,120,80,24,48,11,8,500,10,4,1,0.5,0,0,0.6
1791,123,123,580,810,2,0.7999999999999999,4,109,46,50,9,8,260,9,5,0,0.8999999999999999,0,0,1.0
1792,102,71,200,740,3,0.7,80,90,36,74,11,11,340,9,5,1,0.5,0,0,0.7
1793,25,77,980,140,3,0.8999999999999999,28,35,122,114,9,10,460,10,1,1,0.7,0,0,1.0
1794,112,51,430,350,3,0.7,68,82,70,104,9,16,60,4,7,0,0.7,1,1,0.5
1795,96,51,270,350,1,0.7,126,122,120,104,11,11,160,4,5,0,1.0,0,0,0.7
1796,39,70,300,210,2,0.8999999999999999,16,96,28,46,9,13,260,8,1,0,0.7,0,0,0.7999999999999999
1797,113,35,430,550,1,0.7999999999999999,58,73,74,92,6,14,80,8,5,0,0.7,0,0,0.5
1798,33,48,700,500,1,0.6,32,110,42,126,7,10,500,10,4,0,0.7999999999999999,0,0,0.6
1799,120,121,520,260,5,0.7999999999999999,52,24,94,122,7,13,440,1,4,0,0.6,0,0,0.8999999999999999
1800,91,98,990,310,2,0.8999999999999999,76,53,30,30,10,6,120,8,2,1,0.6,0,0,0.6
1801,51,83,620,860,2,0.7,118,27,64,118,6,10,200,5,5,1,1.0,0,0,0.5
1802,104,56,830,390,1,0.5,66,29,124,100,7,7,400,3,1,1,0.7,0,0,0.7
1803,54,97,770,470,4,0.7,122,60,106,112,12,11,60,3,8,1,1.0,0,0,0.8999999999999999
1804,117,32,220,290,3,1.0,94,61,30,68,6,11,380,8,4,0,0.7999999999999999,0,0,0.5
