,spark.reducer.maxSizeInFlight,spark.shuffle.file.buffer,spark.shuffle.sort.bypassMergeThreshold,spark.speculation.interval,spark.speculation.multiplier,spark.speculation.quantile,spark.broadcast.blockSize,spark.io.compression.snappy.blockSize,spark.kryoserializer.buffer.max,spark.kryoserializer.buffer,spark.driver.memory,spark.executor.memory,spark.network.timeout,spark.locality.wait,spark.task.maxFailures,spark.shuffle.compress,spark.memory.fraction,spark.shuffle.spill.compress,spark.broadcast.compress,spark.memory.storageFraction
1241,43m,83k,960,550ms,4,0.9999999999999999,48m,25k,58m,108k,8g,8g,100s,10s,2,false,0.8999999999999999,false,true,0.6
1242,24m,70k,380,950ms,5,0.9999999999999999,74m,65k,110m,26k,7g,10g,440s,10s,1,false,0.6,false,true,0.9999999999999999
1243,116m,111k,180,580ms,1,0.7999999999999999,38m,31k,64m,34k,7g,10g,100s,8s,4,false,0.5,false,false,0.8999999999999999
1244,111m,28k,880,300ms,1,0.9999999999999999,90m,33k,112m,102k,11g,12g,220s,4s,2,true,0.9999999999999999,true,true,0.8999999999999999
1245,91m,84k,460,420ms,4,0.6,88m,64k,82m,50k,6g,11g,80s,1s,6,true,0.8999999999999999,false,false,0.6
1246,96m,95k,680,500ms,5,0.6,18m,122k,44m,48k,8g,13g,160s,4s,7,false,0.6,true,true,0.7
1247,61m,110k,530,160ms,5,0.8999999999999999,4m,106k,38m,76k,9g,15g,420s,10s,1,false,0.8999999999999999,false,false,0.7
1248,90m,124k,630,770ms,4,0.5,90m,83k,124m,96k,12g,10g,480s,5s,2,false,0.6,true,true,0.9999999999999999
1249,92m,92k,830,750ms,4,0.7999999999999999,126m,24k,86m,84k,11g,7g,160s,4s,1,false,0.6,false,true,0.5
1250,70m,90k,860,600ms,3,0.7999999999999999,14m,55k,48m,84k,11g,14g,360s,3s,6,true,0.7,true,true,0.9999999999999999
1251,50m,72k,740,950ms,4,0.7,62m,125k,40m,72k,6g,11g,220s,7s,5,false,0.7999999999999999,false,false,0.8999999999999999
1252,120m,128k,860,600ms,4,0.6,90m,122k,44m,52k,9g,13g,260s,4s,4,true,0.7,false,false,0.7
1253,49m,127k,520,800ms,1,0.6,80m,43k,46m,86k,6g,9g,140s,8s,7,true,0.5,true,false,0.7
1254,34m,106k,700,360ms,5,0.9999999999999999,44m,31k,122m,106k,9g,9g,140s,7s,3,false,0.7,true,true,0.9999999999999999
1255,104m,58k,160,320ms,5,0.6,124m,117k,62m,122k,12g,13g,40s,4s,5,true,0.5,true,false,0.9999999999999999
1256,121m,44k,440,540ms,4,0.5,128m,32k,90m,88k,12g,14g,460s,7s,4,false,0.9999999999999999,true,true,0.5
1257,65m,26k,930,890ms,5,0.9999999999999999,108m,123k,82m,106k,11g,16g,440s,4s,6,true,0.7,false,false,0.6
1258,27m,122k,790,630ms,4,0.7999999999999999,16m,24k,72m,124k,8g,7g,80s,3s,5,true,0.5,true,true,0.5
1259,69m,75k,250,230ms,3,0.7,56m,86k,28m,46k,9g,13g,300s,9s,6,false,0.7999999999999999,false,false,0.5
1260,117m,74k,930,930ms,4,0.8999999999999999,98m,51k,54m,36k,7g,11g,240s,5s,1,true,0.9999999999999999,false,false,0.7
1261,125m,88k,440,350ms,2,0.8999999999999999,28m,36k,34m,50k,8g,7g,460s,5s,2,true,0.7999999999999999,true,true,0.7
1262,103m,39k,450,990ms,5,0.7,28m,65k,60m,50k,10g,7g,340s,4s,3,false,0.7,true,false,0.6
1263,67m,116k,470,960ms,3,0.5,44m,33k,32m,68k,10g,14g,360s,1s,1,false,0.7999999999999999,false,false,0.7
1264,65m,81k,860,260ms,5,0.8999999999999999,84m,66k,68m,68k,9g,12g,40s,6s,1,false,0.5,true,false,0.6
1265,51m,92k,370,300ms,4,0.6,30m,39k,72m,24k,8g,12g,420s,6s,3,true,0.7999999999999999,false,false,0.9999999999999999
1266,25m,37k,960,700ms,2,0.7,16m,96k,120m,126k,9g,7g,400s,9s,4,true,0.8999999999999999,false,false,0.7
1267,52m,28k,530,230ms,4,0.7999999999999999,120m,121k,126m,104k,9g,8g,300s,6s,8,false,0.8999999999999999,true,true,0.7
1268,74m,40k,660,720ms,5,0.8999999999999999,52m,35k,104m,26k,12g,9g,140s,6s,6,false,0.7,true,true,0.6
1269,43m,44k,630,410ms,1,0.7999999999999999,8m,42k,100m,46k,8g,8g,120s,10s,2,true,0.5,false,false,0.6
1270,101m,96k,330,660ms,3,0.5,44m,91k,62m,98k,7g,13g,100s,4s,3,true,0.7999999999999999,true,false,0.7999999999999999
1271,52m,45k,690,110ms,3,0.7999999999999999,76m,43k,60m,44k,9g,12g,400s,3s,8,false,0.7,true,true,0.5
1272,70m,96k,320,310ms,1,0.8999999999999999,120m,111k,114m,94k,12g,16g,420s,6s,4,true,0.8999999999999999,true,true,0.6
1273,97m,47k,430,950ms,3,0.5,38m,79k,34m,92k,9g,11g,300s,4s,8,true,0.9999999999999999,true,true,0.5
1274,105m,90k,580,490ms,3,0.9999999999999999,118m,43k,112m,50k,7g,12g,20s,6s,1,true,0.6,true,false,0.8999999999999999
1275,105m,30k,220,260ms,5,0.8999999999999999,118m,97k,94m,76k,10g,6g,180s,3s,5,false,0.7,true,false,0.7
1276,101m,34k,820,970ms,4,0.5,66m,53k,48m,62k,11g,13g,220s,8s,8,false,0.7,true,true,0.9999999999999999
1277,27m,123k,400,810ms,2,0.5,50m,25k,30m,30k,12g,13g,160s,9s,7,false,0.7,true,true,0.9999999999999999
1278,123m,98k,860,240ms,4,0.8999999999999999,114m,32k,60m,106k,7g,16g,220s,6s,5,false,0.6,true,true,0.7999999999999999
1279,39m,61k,390,810ms,1,0.8999999999999999,14m,123k,26m,72k,9g,13g,80s,7s,4,false,0.6,false,false,0.8999999999999999
1280,75m,108k,170,430ms,3,0.9999999999999999,102m,46k,54m,114k,12g,13g,80s,6s,5,false,0.9999999999999999,true,true,0.5
1281,42m,112k,520,420ms,2,0.7999999999999999,82m,35k,26m,106k,9g,6g,280s,1s,7,false,0.6,false,true,0.9999999999999999
1282,39m,60k,260,660ms,3,0.7999999999999999,104m,52k,30m,66k,8g,16g,380s,10s,7,false,0.7,false,true,0.7999999999999999
1283,112m,81k,710,650ms,1,0.7,110m,112k,70m,100k,8g,14g,380s,5s,8,false,0.6,true,true,0.6
1284,63m,107k,170,810ms,5,0.7,22m,91k,50m,116k,8g,9g,460s,10s,6,true,0.9999999999999999,false,false,0.6
1285,100m,32k,850,950ms,4,0.6,28m,33k,88m,58k,6g,16g,280s,3s,2,false,0.7999999999999999,false,true,0.9999999999999999
1286,111m,65k,770,200ms,2,0.7,10m,26k,82m,76k,7g,8g,40s,2s,5,true,0.7999999999999999,true,false,0.7999999999999999
1287,78m,28k,960,540ms,3,0.8999999999999999,10m,64k,36m,36k,10g,11g,240s,10s,8,false,0.7999999999999999,false,false,0.5
1288,104m,55k,450,970ms,5,0.7,36m,28k,122m,62k,9g,10g,500s,5s,1,false,0.7,true,true,0.8999999999999999
1289,56m,31k,330,530ms,1,0.5,68m,67k,110m,60k,10g,15g,460s,2s,5,false,0.5,true,true,0.6
1290,86m,33k,170,230ms,1,0.6,104m,75k,82m,32k,7g,15g,480s,6s,8,true,0.7999999999999999,true,true,0.7
1291,33m,93k,200,650ms,4,0.6,88m,66k,96m,28k,11g,15g,500s,4s,5,false,0.6,false,false,0.5
1292,48m,24k,980,410ms,4,0.8999999999999999,62m,65k,124m,56k,8g,10g,320s,2s,5,true,0.7999999999999999,true,false,0.6
1293,35m,123k,460,730ms,2,0.5,98m,121k,24m,74k,9g,15g,200s,3s,8,false,0.9999999999999999,true,true,0.8999999999999999
1294,107m,106k,760,850ms,2,0.7,22m,55k,46m,52k,6g,14g,440s,7s,4,false,0.9999999999999999,true,true,0.8999999999999999
1295,86m,91k,160,990ms,1,0.9999999999999999,4m,65k,58m,66k,11g,16g,120s,8s,7,true,0.9999999999999999,false,false,0.7
1296,106m,81k,860,650ms,1,0.7999999999999999,116m,106k,114m,28k,9g,16g,320s,5s,3,true,0.5,false,false,0.8999999999999999
1297,41m,112k,340,840ms,3,0.6,60m,82k,36m,82k,8g,8g,80s,4s,4,false,0.9999999999999999,false,false,0.9999999999999999
1298,70m,85k,720,820ms,3,0.9999999999999999,16m,111k,90m,66k,11g,14g,340s,7s,7,true,0.6,false,true,0.6
1299,126m,24k,180,270ms,1,0.6,128m,56k,112m,96k,11g,15g,420s,9s,8,true,0.9999999999999999,true,false,0.6
1300,87m,47k,970,650ms,2,0.5,54m,34k,34m,120k,8g,14g,220s,5s,4,false,0.7,true,false,0.9999999999999999
1301,56m,27k,440,170ms,3,0.9999999999999999,96m,83k,24m,82k,10g,15g,400s,7s,8,false,0.7,false,true,0.5
1302,42m,128k,190,710ms,2,0.8999999999999999,12m,71k,76m,58k,10g,7g,260s,8s,6,false,0.6,true,false,0.6
1303,27m,31k,960,430ms,4,0.9999999999999999,112m,78k,88m,40k,6g,11g,460s,1s,4,false,0.6,true,true,0.7
1304,101m,26k,930,240ms,4,0.8999999999999999,42m,27k,42m,122k,12g,8g,420s,9s,2,true,0.6,false,false,0.5
1305,123m,44k,350,270ms,4,0.6,110m,28k,28m,122k,11g,13g,420s,4s,8,false,0.9999999999999999,false,false,0.5
1306,73m,79k,460,370ms,3,0.8999999999999999,80m,124k,48m,96k,8g,13g,200s,7s,5,true,0.7,false,false,0.5
1307,66m,41k,350,660ms,3,0.9999999999999999,26m,122k,126m,90k,12g,12g,80s,5s,6,false,0.6,true,false,0.9999999999999999
1308,43m,101k,310,220ms,5,0.7999999999999999,26m,107k,88m,124k,11g,6g,440s,5s,1,false,0.5,false,false,0.6
1309,81m,116k,940,250ms,5,0.5,34m,28k,36m,122k,6g,7g,460s,5s,7,true,0.9999999999999999,true,true,0.6
1310,31m,54k,740,650ms,1,0.9999999999999999,16m,114k,28m,70k,8g,11g,400s,5s,8,false,0.7,false,false,0.5
1311,114m,24k,630,210ms,3,0.5,84m,96k,50m,40k,9g,11g,360s,8s,4,false,0.6,false,true,0.8999999999999999
1312,43m,64k,300,330ms,3,0.7999999999999999,90m,106k,58m,60k,12g,15g,320s,6s,7,true,0.8999999999999999,false,false,0.8999999999999999
1313,67m,82k,560,360ms,5,0.7,6m,56k,108m,52k,7g,6g,140s,5s,6,true,0.7999999999999999,false,false,0.7
1314,45m,119k,210,460ms,5,0.5,24m,104k,114m,70k,7g,9g,400s,10s,4,false,0.7,false,false,0.7
1315,104m,49k,300,390ms,3,0.7,18m,128k,30m,100k,12g,10g,80s,9s,3,false,0.7999999999999999,true,false,0.8999999999999999
1316,46m,128k,580,680ms,4,0.8999999999999999,6m,40k,84m,46k,11g,11g,340s,5s,7,true,0.6,false,true,0.6
1317,81m,119k,120,610ms,4,0.8999999999999999,54m,54k,30m,74k,10g,13g,180s,5s,1,true,0.5,false,false,0.5
1318,104m,127k,780,320ms,5,0.6,88m,89k,78m,44k,12g,14g,320s,7s,1,false,0.7999999999999999,false,false,0.5
1319,104m,85k,900,940ms,2,0.6,12m,76k,26m,66k,12g,12g,400s,8s,4,false,0.9999999999999999,false,false,0.9999999999999999
1320,128m,67k,580,140ms,4,0.9999999999999999,32m,78k,46m,24k,10g,9g,40s,4s,6,false,0.5,false,true,0.9999999999999999
1321,41m,77k,190,580ms,5,0.6,36m,27k,110m,82k,8g,14g,80s,3s,6,false,0.7,false,false,0.8999999999999999
1322,124m,46k,110,310ms,3,0.5,72m,115k,80m,42k,8g,14g,40s,10s,1,false,0.7,true,true,0.8999999999999999
1323,64m,78k,780,590ms,5,0.7,110m,44k,24m,128k,11g,15g,100s,6s,5,true,0.8999999999999999,false,false,0.5
1324,56m,107k,590,340ms,5,0.6,96m,27k,70m,44k,6g,9g,40s,4s,4,true,0.9999999999999999,false,true,0.9999999999999999
1325,50m,123k,370,560ms,2,0.7999999999999999,16m,41k,46m,56k,12g,12g,160s,5s,3,true,0.7,false,true,0.7999999999999999
1326,110m,91k,270,720ms,4,0.7,90m,49k,122m,106k,10g,11g,160s,4s,3,false,0.6,true,true,0.6
1327,70m,114k,490,650ms,3,0.9999999999999999,82m,36k,26m,102k,11g,7g,80s,2s,8,true,0.7,false,false,0.8999999999999999
1328,126m,63k,380,880ms,5,0.8999999999999999,46m,54k,74m,30k,12g,14g,420s,8s,1,false,0.6,true,true,0.7999999999999999
1329,108m,114k,140,410ms,2,0.9999999999999999,60m,110k,36m,54k,6g,9g,300s,9s,8,true,0.6,false,false,0.6
1330,98m,124k,550,150ms,2,0.9999999999999999,122m,86k,96m,50k,11g,7g,200s,9s,6,true,0.7999999999999999,false,false,0.5
1331,67m,40k,600,980ms,3,0.6,102m,123k,92m,52k,12g,14g,220s,7s,1,false,0.7999999999999999,false,true,0.6
1332,80m,91k,150,400ms,3,0.9999999999999999,38m,61k,108m,70k,11g,11g,340s,10s,7,false,0.6,false,true,0.7999999999999999
1333,45m,31k,760,390ms,2,0.9999999999999999,20m,120k,118m,62k,10g,11g,60s,8s,4,false,0.6,true,true,0.6
1334,67m,53k,400,360ms,5,0.7,98m,95k,52m,26k,8g,6g,320s,4s,7,true,0.9999999999999999,false,true,0.5
1335,79m,101k,840,700ms,2,0.7,36m,63k,74m,48k,10g,14g,500s,5s,1,true,0.5,true,true,0.5
1336,108m,112k,350,850ms,1,0.7999999999999999,48m,47k,128m,102k,8g,12g,360s,3s,2,true,0.5,true,false,0.7
1337,62m,37k,740,530ms,5,0.6,100m,92k,120m,100k,9g,15g,380s,4s,8,false,0.7999999999999999,false,true,0.6
1338,112m,127k,160,400ms,2,0.8999999999999999,122m,42k,34m,86k,8g,12g,20s,7s,7,false,0.7999999999999999,false,true,0.8999999999999999
1339,70m,82k,730,980ms,1,0.8999999999999999,84m,89k,108m,94k,12g,10g,220s,9s,5,true,0.8999999999999999,false,true,0.8999999999999999
1340,94m,42k,480,270ms,3,0.9999999999999999,8m,106k,78m,72k,10g,10g,240s,1s,4,true,0.5,false,false,0.5
1341,64m,74k,690,390ms,1,0.6,16m,55k,54m,58k,11g,16g,100s,9s,8,true,0.5,true,true,0.5
1342,63m,122k,150,360ms,3,0.5,84m,83k,80m,124k,11g,7g,460s,6s,5,true,0.5,false,true,0.7
1343,77m,123k,620,540ms,3,0.5,118m,48k,124m,68k,6g,8g,320s,1s,4,false,0.9999999999999999,false,false,0.9999999999999999
1344,102m,27k,560,540ms,3,0.8999999999999999,38m,87k,24m,118k,9g,10g,300s,7s,3,false,0.7,false,false,0.9999999999999999
1345,91m,73k,440,320ms,1,0.7999999999999999,60m,97k,72m,42k,10g,14g,460s,5s,6,false,0.5,true,false,0.5
1346,53m,114k,720,760ms,4,0.7999999999999999,126m,33k,120m,74k,6g,13g,380s,10s,8,true,0.8999999999999999,false,true,0.7999999999999999
1347,37m,98k,650,390ms,5,0.7999999999999999,70m,36k,112m,28k,11g,9g,480s,2s,8,false,0.7,false,false,0.8999999999999999
1348,110m,47k,580,700ms,5,0.7,92m,87k,108m,66k,6g,7g,360s,3s,1,false,0.8999999999999999,false,false,0.5
1349,127m,73k,700,800ms,2,0.5,56m,125k,24m,86k,12g,14g,60s,1s,5,true,0.7999999999999999,true,false,0.7999999999999999
1350,80m,27k,670,790ms,1,0.9999999999999999,88m,44k,116m,98k,9g,14g,280s,5s,1,true,0.7,false,true,0.6
1351,91m,79k,560,220ms,2,0.6,68m,72k,34m,44k,9g,8g,140s,7s,8,false,0.7,true,false,0.7999999999999999
1352,96m,86k,970,360ms,1,0.9999999999999999,104m,45k,86m,122k,11g,9g,20s,4s,3,false,0.7,true,false,0.7999999999999999
1353,97m,127k,220,840ms,1,0.8999999999999999,98m,29k,100m,58k,12g,6g,420s,7s,1,true,0.7,true,true,0.7999999999999999
1354,86m,61k,820,430ms,5,0.6,24m,100k,50m,122k,9g,9g,500s,2s,2,true,0.8999999999999999,true,false,0.8999999999999999
1355,89m,29k,710,420ms,3,0.6,60m,37k,116m,80k,11g,8g,60s,3s,7,false,0.8999999999999999,true,true,0.5
1356,41m,48k,300,190ms,1,0.5,128m,33k,50m,116k,9g,9g,460s,3s,4,false,0.5,false,true,0.9999999999999999
1357,72m,75k,210,940ms,2,0.5,76m,44k,70m,114k,11g,10g,380s,6s,6,true,0.7999999999999999,false,true,0.7999999999999999
1358,116m,37k,920,380ms,2,0.7999999999999999,118m,94k,102m,56k,9g,12g,240s,3s,7,false,0.7999999999999999,false,true,0.7999999999999999
1359,118m,58k,540,880ms,1,0.9999999999999999,122m,101k,58m,98k,10g,10g,120s,5s,2,false,0.7999999999999999,true,true,0.8999999999999999
1360,122m,120k,170,660ms,2,0.5,90m,44k,42m,76k,6g,14g,240s,2s,8,true,0.5,true,false,0.8999999999999999
1361,126m,101k,370,220ms,4,0.7999999999999999,30m,31k,46m,72k,12g,11g,60s,6s,6,true,0.7,false,false,0.7999999999999999
1362,102m,67k,790,780ms,5,0.7,72m,119k,84m,70k,11g,6g,220s,4s,8,true,0.7999999999999999,true,true,0.6
1363,42m,77k,290,380ms,1,0.5,124m,73k,82m,94k,9g,13g,380s,3s,8,true,0.6,false,true,0.9999999999999999
1364,63m,79k,800,310ms,2,0.9999999999999999,88m,97k,46m,66k,12g,8g,460s,9s,5,true,0.5,true,false,0.7
1365,115m,120k,840,120ms,4,0.6,16m,115k,90m,120k,8g,13g,340s,2s,3,true,0.8999999999999999,false,true,0.7
1366,99m,68k,410,670ms,5,0.6,122m,87k,94m,124k,9g,10g,20s,7s,2,true,0.5,false,false,0.8999999999999999
1367,28m,37k,500,960ms,4,0.6,42m,121k,58m,32k,7g,11g,60s,4s,5,false,0.8999999999999999,true,true,0.7
1368,39m,68k,990,210ms,2,0.5,92m,75k,60m,42k,7g,6g,320s,4s,2,false,0.6,true,false,0.6
1369,93m,110k,400,1000ms,3,0.5,128m,53k,126m,106k,11g,8g,80s,5s,6,true,0.7999999999999999,false,false,0.8999999999999999
1370,65m,41k,890,660ms,1,0.6,60m,27k,94m,100k,6g,15g,240s,8s,8,false,0.7,true,false,0.7
1371,61m,74k,900,680ms,3,0.7,18m,56k,124m,58k,7g,8g,420s,3s,2,false,0.7,false,true,0.8999999999999999
1372,52m,89k,690,470ms,2,0.7999999999999999,56m,82k,76m,124k,10g,12g,280s,7s,7,false,0.6,true,true,0.9999999999999999
1373,123m,32k,250,110ms,1,0.7999999999999999,126m,91k,122m,80k,8g,16g,20s,2s,4,false,0.7999999999999999,true,true,0.9999999999999999
1374,44m,72k,130,440ms,5,0.8999999999999999,70m,57k,82m,60k,9g,16g,60s,10s,5,false,0.7999999999999999,false,true,0.8999999999999999
1375,30m,36k,480,680ms,1,0.9999999999999999,44m,57k,92m,120k,7g,6g,400s,4s,1,false,0.9999999999999999,false,false,0.9999999999999999
1376,39m,117k,860,380ms,4,0.9999999999999999,110m,82k,86m,54k,6g,11g,360s,2s,3,false,0.9999999999999999,true,true,0.5
1377,60m,89k,530,570ms,4,0.5,68m,105k,64m,110k,9g,15g,40s,7s,5,true,0.5,false,true,0.5
1378,75m,71k,670,480ms,1,0.6,114m,26k,30m,40k,7g,10g,20s,2s,8,true,0.7999999999999999,true,false,0.9999999999999999
1379,59m,65k,450,680ms,2,0.5,50m,57k,64m,84k,11g,6g,340s,10s,7,true,0.6,false,true,0.5
1380,96m,108k,340,350ms,1,0.7,90m,83k,106m,80k,8g,9g,500s,3s,4,false,0.6,false,false,0.9999999999999999
1381,81m,105k,520,720ms,1,0.7999999999999999,64m,62k,40m,100k,10g,11g,340s,2s,3,true,0.7,false,false,0.8999999999999999
1382,79m,108k,140,810ms,1,0.7,126m,122k,118m,116k,11g,12g,60s,8s,8,false,0.9999999999999999,true,true,0.5
1383,28m,94k,320,500ms,1,0.7,18m,123k,108m,102k,8g,14g,240s,7s,3,false,0.7,true,true,0.6
1384,96m,34k,600,620ms,3,0.6,8m,118k,72m,40k,11g,11g,320s,4s,8,true,0.6,true,true,0.5
1385,123m,121k,250,730ms,5,0.9999999999999999,100m,98k,86m,104k,10g,16g,20s,6s,6,true,0.6,false,false,0.9999999999999999
1386,128m,75k,830,150ms,3,0.8999999999999999,12m,68k,34m,26k,12g,15g,500s,7s,3,true,0.8999999999999999,false,true,0.9999999999999999
1387,27m,122k,970,840ms,3,0.6,2m,26k,122m,124k,8g,6g,380s,5s,8,false,0.7999999999999999,true,true,0.6
1388,123m,102k,990,690ms,3,0.5,44m,127k,104m,122k,8g,12g,280s,5s,6,false,0.8999999999999999,true,false,0.6
1389,56m,33k,430,120ms,3,0.5,126m,125k,112m,102k,8g,11g,380s,4s,1,true,0.7,false,true,0.8999999999999999
1390,121m,70k,940,100ms,3,0.5,114m,42k,64m,32k,11g,15g,360s,7s,1,true,0.5,true,false,0.7
1391,97m,77k,880,460ms,2,0.8999999999999999,72m,81k,94m,54k,12g,11g,300s,2s,3,false,0.7,false,true,0.6
1392,26m,105k,880,570ms,3,0.5,124m,28k,54m,78k,12g,12g,280s,6s,3,false,0.9999999999999999,true,true,0.5
1393,28m,118k,280,120ms,2,0.6,86m,115k,70m,38k,6g,15g,180s,10s,7,true,0.7999999999999999,false,false,0.7999999999999999
1394,57m,128k,580,540ms,3,0.8999999999999999,62m,84k,94m,88k,6g,15g,240s,8s,5,true,0.7999999999999999,true,true,0.7999999999999999
1395,108m,75k,560,120ms,5,0.6,116m,79k,74m,68k,9g,9g,440s,4s,6,false,0.7,false,true,0.7
1396,103m,120k,610,480ms,2,0.6,8m,96k,86m,102k,9g,7g,300s,4s,2,true,0.7,false,true,0.5
1397,65m,55k,400,620ms,4,0.7999999999999999,76m,55k,122m,56k,12g,9g,200s,3s,7,false,0.7,false,true,0.9999999999999999
1398,105m,70k,190,280ms,4,0.5,42m,84k,38m,42k,7g,16g,60s,6s,4,false,0.5,true,false,0.5
1399,90m,72k,410,820ms,1,0.7,116m,101k,102m,72k,12g,14g,400s,2s,7,false,0.7999999999999999,false,false,0.6
1400,106m,124k,870,810ms,3,0.6,4m,50k,56m,106k,10g,11g,140s,3s,4,false,0.6,false,true,0.5
1401,63m,80k,300,930ms,2,0.9999999999999999,86m,48k,64m,48k,10g,12g,320s,6s,2,false,0.5,false,true,0.7
1402,125m,93k,530,390ms,1,0.5,56m,95k,46m,72k,12g,10g,220s,2s,1,false,0.5,false,false,0.5
1403,114m,57k,790,970ms,1,0.9999999999999999,104m,123k,34m,102k,10g,6g,400s,4s,5,false,0.7999999999999999,false,false,0.7
1404,101m,79k,640,150ms,3,0.7999999999999999,42m,49k,104m,96k,10g,12g,360s,10s,5,true,0.9999999999999999,false,false,0.6
1405,128m,36k,860,410ms,1,0.8999999999999999,120m,39k,96m,86k,9g,13g,340s,4s,6,false,0.6,false,true,0.8999999999999999
1406,69m,29k,550,790ms,2,0.7999999999999999,8m,92k,112m,50k,7g,13g,140s,3s,8,true,0.5,false,false,0.8999999999999999
1407,67m,76k,800,850ms,2,0.8999999999999999,108m,88k,56m,116k,10g,15g,240s,5s,2,false,0.6,false,false,0.7999999999999999
1408,46m,91k,130,160ms,2,0.7999999999999999,12m,38k,102m,44k,11g,6g,120s,1s,6,true,0.7999999999999999,false,true,0.9999999999999999
1409,80m,82k,990,120ms,5,0.7,34m,123k,104m,46k,11g,11g,260s,7s,7,false,0.9999999999999999,true,true,0.6
1410,103m,51k,330,500ms,3,0.5,128m,77k,46m,34k,8g,15g,140s,7s,4,true,0.8999999999999999,false,true,0.6
1411,35m,107k,700,160ms,3,0.5,42m,62k,106m,26k,10g,6g,440s,8s,8,false,0.8999999999999999,true,true,0.8999999999999999
1412,44m,123k,450,150ms,1,0.8999999999999999,48m,117k,90m,116k,11g,11g,260s,4s,8,false,0.8999999999999999,true,true,0.9999999999999999
1413,69m,93k,660,530ms,4,0.8999999999999999,120m,114k,112m,46k,7g,6g,380s,7s,6,true,0.6,true,true,0.7
1414,92m,92k,650,240ms,2,0.5,128m,29k,98m,48k,9g,6g,420s,5s,5,true,0.8999999999999999,false,false,0.9999999999999999
1415,128m,38k,570,350ms,1,0.7,18m,85k,76m,56k,10g,12g,120s,2s,5,true,0.7999999999999999,false,true,0.7999999999999999
1416,76m,63k,740,890ms,4,0.6,78m,102k,90m,96k,7g,9g,280s,7s,2,false,0.7999999999999999,false,false,0.5
1417,86m,89k,910,960ms,1,0.5,114m,24k,30m,56k,10g,12g,440s,9s,1,false,0.7,false,true,0.7
1418,44m,101k,110,870ms,1,0.5,58m,121k,78m,34k,7g,6g,200s,4s,8,true,0.7999999999999999,true,true,0.7999999999999999
1419,120m,123k,750,980ms,2,0.7,102m,64k,28m,70k,11g,12g,340s,5s,5,false,0.7,true,false,0.7999999999999999
1420,30m,104k,230,650ms,5,0.7999999999999999,72m,108k,50m,94k,11g,11g,180s,4s,1,false,0.5,true,true,0.6
1421,65m,44k,500,380ms,1,0.6,14m,101k,98m,72k,7g,7g,40s,6s,7,true,0.6,false,false,0.8999999999999999
1422,118m,114k,130,520ms,1,0.5,76m,41k,98m,106k,11g,15g,280s,6s,6,true,0.7,true,true,0.7
1423,43m,127k,510,770ms,1,0.9999999999999999,64m,81k,80m,88k,8g,10g,20s,5s,5,false,0.8999999999999999,false,true,0.8999999999999999
1424,35m,24k,290,570ms,2,0.7,2m,92k,80m,112k,6g,7g,200s,10s,7,false,0.5,true,true,0.7
1425,107m,31k,1000,310ms,4,0.7999999999999999,118m,89k,88m,106k,11g,9g,20s,3s,3,false,0.9999999999999999,true,true,0.5
1426,106m,101k,580,810ms,3,0.6,70m,105k,48m,44k,11g,9g,120s,9s,1,true,0.7999999999999999,false,true,0.7999999999999999
1427,121m,111k,300,600ms,2,0.7,22m,43k,106m,98k,11g,12g,280s,10s,8,false,0.5,false,true,0.9999999999999999
1428,118m,107k,620,640ms,1,0.8999999999999999,110m,34k,34m,48k,10g,9g,260s,4s,3,true,0.7999999999999999,true,false,0.5
1429,80m,40k,170,490ms,4,0.7999999999999999,78m,80k,40m,58k,12g,11g,460s,7s,1,false,0.6,false,true,0.9999999999999999
1430,109m,119k,130,440ms,3,0.5,122m,91k,60m,42k,10g,9g,500s,10s,6,false,0.6,false,false,0.7
1431,64m,113k,240,580ms,3,0.8999999999999999,22m,60k,114m,66k,10g,11g,180s,9s,8,true,0.5,true,false,0.6
1432,83m,69k,510,940ms,4,0.9999999999999999,54m,34k,56m,128k,8g,16g,460s,4s,8,false,0.5,false,true,0.5
1433,99m,53k,550,940ms,1,0.5,42m,70k,98m,92k,7g,8g,340s,10s,5,false,0.5,true,false,0.8999999999999999
1434,88m,92k,880,410ms,3,0.5,10m,97k,56m,92k,10g,11g,400s,6s,2,false,0.7999999999999999,true,false,0.9999999999999999
1435,103m,34k,790,100ms,5,0.8999999999999999,80m,29k,80m,74k,11g,11g,240s,6s,1,true,0.9999999999999999,true,true,0.6
1436,45m,56k,110,930ms,3,0.8999999999999999,18m,66k,74m,82k,10g,15g,120s,7s,3,false,0.5,true,false,0.5
1437,89m,95k,250,910ms,1,0.6,106m,54k,58m,28k,11g,16g,260s,6s,1,true,0.8999999999999999,true,false,0.7
1438,60m,29k,810,820ms,3,0.7999999999999999,68m,43k,78m,86k,8g,6g,440s,10s,3,true,0.5,false,false,0.6
1439,65m,80k,620,620ms,3,0.9999999999999999,108m,67k,40m,36k,8g,8g,40s,1s,2,true,0.6,false,true,0.7
1440,109m,108k,380,570ms,2,0.7999999999999999,94m,50k,114m,92k,8g,15g,140s,1s,8,true,0.7999999999999999,true,true,0.8999999999999999
1441,95m,85k,820,900ms,1,0.7,34m,101k,60m,100k,11g,10g,320s,7s,2,false,0.7,true,false,0.8999999999999999
1442,119m,60k,460,110ms,2,0.5,60m,57k,74m,58k,10g,16g,140s,7s,5,true,0.5,false,false,0.6
